document_id,time,person,organization,statement_id,Column1,summary,Policy Means,Policy Ends,SubTopics,Type of Belief,text,Column2,Column3,agreement,start_position,stop_position,document_section,document_type,coder,document_author,document_source,concept
365,16/7/2011 2:00,Frans Tonnaer,Open University of the Netherlands,450,,,,***,,,An analysis of what has happened so far makes it clear that gentle surgeons are undesirable in this process. And this becomes especially clear when the existing schemes are lumped together. Only then does it become clear how many there are and how poorly they are coordinated.,,,1,1030,1306,,,1,,LeidschDagblad,
365,16/7/2011 2:00,Frans Tonnaer,Open University of the Netherlands,451,,,,***,,," The dozens of laws and hundreds of executive orders in the areas of the environment, water, nature and construction are the well-known trees of the forest in which citizens but also civil servants get lost. Here, it is mainly provinces and municipalities that can benefit from simplified and clear rules.",,,1,1726,2031,,,1,,LeidschDagblad,
365,16/7/2011 2:00,Frans Tonnaer,Open University of the Netherlands,452,,,,***,,,The provinces must leave the municipalities the necessary space for their own policy as laid down in the Municipal Act. The same mistake should not be made here as at government level by wanting to regulate everything.,,,1,2492,2710,,,1,,LeidschDagblad,
365,16/7/2011 2:00,Frans Tonnaer,Open University of the Netherlands,453,,,,***,,,This also requires flexibility on the part of the citizens and this is often available if people feel taken seriously by the administration and civil servants. And there is no need to wait until the new law is in place.,,,1,3584,3803,,,1,,LeidschDagblad,
367,26/8/2022 2:00,Ewoud 't Jong,Municipality of Wormerland,455,,,,***,,,"""These expensive fees are a point of concern,"" says the councilor's spokesperson. ""But the amount is up to the municipal council. They can determine that the price no longer has to cover costs.""
How is it possible that prices differ so much between municipalities? “A large municipality can work more efficiently than a small one, that plays a role.",,,1,2551,2900,,,1,,LeidschDagblad,
367,26/8/2022 2:00,Cindy Kremer,Eigen Huis Association,454,,,,***,,,"The price must cover costs, but each municipality makes its own calculation. One only includes the costs of the official, the other also those of his office and the reception.""
The interest group is seriously concerned about next year. ""If the new Environmental Act is introduced on January 1, 2023, private parties will test the quality of new homes during construction,"" says Cindy Kremer, director of the Eigen Huis Association.",,,1,2926,3357,,,1,,LeidschDagblad,
368,13/3/2021 1:00,John Bijl,Pericles Institute,456,,,,***,,,"You won't solve this by having fewer meetings, says director John Bijl of the Pericles Institute, which advises municipal councils and factions on working more effectively. ""Unfortunately, democracy and efficiency will always get in each other's way. The most efficient way is if everyone does what one person decides, but that is not the society we should want.""",,,1,4269,4632,,,1,,FrieschDagblad,
368,13/3/2021 1:00,John Bijl,Pericles Institute,457,,,,***,,,"""The new environmental law will soon be added, which will demand a lot from municipal councils. Decentralization ensured that municipalities could make more specific healthcare policy closer to the citizen, but paradoxically we have at the same time moved to larger municipalities, with a larger surface area and fewer representatives.""",,,1,4841,5177,,,1,,FrieschDagblad,
368,13/3/2021 1:00,John Bijl,Pericles Institute,458,,,,***,,,"“Although it concerns the same area. The range of tasks has therefore been expanded, but no people have been added. In the meantime, the question is whether grandma will still receive support stockings from the municipality. Such decisions have been taken with more distance than council members would like.""",,,1,5472,5780,,,1,,FrieschDagblad,
368,13/3/2021 1:00,John Bijl,Pericles Institute,459,,,,***,,,He rather advocates an increase in the number of council members so that the tasks can be better distributed.,,,1,6124,6233,,,1,,FrieschDagblad,
369,25/8/2021 2:00,Geu Luik,Municipality of Leeuwarden,463,,,,***,,,"Unrest, uncertainty and ambiguity predominate. And we can imagine this well. The future of farming - passed down from generation to generation - is at stake. We can't let it get that far.",,,1,1086,1273,,,1,,FrieschDagblad,
369,25/8/2021 2:00,Geu Luik,Municipality of Leeuwarden,460,,,,***,,,"We, like the dozens of farmers in the area, do not like the stricter rules for the peat meadow area type compared to the agricultural area type. Our criticism is threefold: no additional rules on top of the provincial rules; avoid arbitrarily chosen boundaries between agricultural and peat pasture; involve the experts (read: farmers) from the area.",,,1,1736,2086,,,1,,FrieschDagblad,
369,25/8/2021 2:00,Geu Luik,,461,,,,***,,,"In addition to these provincial rules for the peat meadow area, the municipality should not bother the passionate and hardworking local farmers with stricter and oppressive rules.",,,1,2312,2491,,,1,,FrieschDagblad,
369,25/8/2021 2:00,Geu Luik,Municipality of Leeuwarden,462,,,,***,,,"There is insufficient room for participation. As a result, farmers do not feel heard.",,,1,2925,3010,,,1,,FrieschDagblad,
370,28/9/2018 2:00,Henk van Dijk,Independent Neighbourhood Activist,464,,,,***,,,"And in that consultation, Van Dijk fears, citizens and civil servants will lose out to project developers. 'And they don't care one bit about what a project means for the neighborhood. They only think of two things: minimum costs and maximum money making.",,,1,5604,5859,,,1,,deVolkskrant,
371,20/10/2020 2:00,Ton de Gans,Municipality of Zoeterwoude,465,,,,***,,,"However, there are also uncertainties. For example, it is unclear what the consequences will be for our organization when it comes to the Environmental Act and the Construction Quality Assurance Act that will come into effect in 2022. The energy transition also has a major impact. When people now ask whether they will be allowed to build without a permit, we do not yet have an answer. Nor does it answer the question of whether it is wise to purchase a new central heating boiler.""",,,1,1284,1768,,,1,,LeidschDagblad,
373,10/8/2022 2:00,Software Builder for DSO,Software Builder for DSO,466,,,,***,,, But passing on information to the minister is apparently not easy. This leads to misunderstanding among a software builder: 'Why isn't that stated more clearly to the minister if you think so? [...] I never understand that part.,,,1,1504,1733,,,1,,deVolkskrant,
373,10/8/2022 2:00,Software Builder for DSO,Software Builder for DSO,467,,,,***,,,"'I don't necessarily want to be the one asking the annoying questions here, but [I am] curious whether this is known outside this company as to how this is going. .' The official then has to admit that the answers to the Senate indeed state 'quite clumsily' that everything will be finished on April 1: 'And then I think, that is of course not entirely true.'",,,1,2334,2693,,,1,,deVolkskrant,
374,7/4/2022 2:00,Jan Zandstra,Municipality of Teylingen,468,,,,***,,," And according to Zandstra, the question remains whether the new law will provide the intended improvement. “That will be a very big challenge. I'm concerned about how that law will turn out.""",,,1,998,1190,,,1,,LeidschDagblad,
375,10/2/2020 1:00,Co Verdaas,TU Delft,469,,,,***,,,"“There was a feeling: this country is just about finished. Perhaps a piece of rail or road was needed somewhere, but the most important choices had been made,"" says Co Verdaas, professor of area development at TU Delft. ""The policy was decentralized on that wave.""",,,1,8843,9107,,,1,,NRCNEXT,
375,10/2/2020 1:00,Co Verdaas,TU Delft,470,,,,***,,," Municipalities and provinces were now required to monitor these functions in their zoning plans, but in practice this often goes wrong. Verdaas: “Many municipalities made cuts during times of crisis. With fewer people you now face major challenges related to housing construction, energy transition and climate change. No municipality can do this on its own.""",,,1,9207,9567,,,1,,NRCNEXT,
376,24/10/2018 2:00,Loesanne van der Geest,Leiden University of Applied Sciences,471,,,,***,,,"Loesanne van der Geest conducted research into the intermediate step on the way to 2021: the zoning plan with a broadened scope. “That is a good instrument to practice for the Environmental Act,”",,,1,679,874,,,1,,LeidschDagblad,
376,24/10/2018 2:00,Loesanne van der Geest,Leiden University of Applied Sciences,472,,,,***,,,"In the old situation, or actually still existing until 2021, environmental law is fragmented across sixty laws. Van der Geest: “It is extremely difficult for citizens, but also for civil servants and developers, to find a way around this.",,,1,2697,2935,,,1,,LeidschDagblad,
376,24/10/2018 2:00,Loesanne van der Geest,Leiden University of Applied Sciences,473,,,,***,,,"But it is important that companies' existing rights are respected."" Her advice: ""Sit down with everyone on time and engage a team of experts in different areas, such as sound architects.""",,,1,3780,3967,,,1,,LeidschDagblad,
